family,form,example,prompt,graph_id,layer,position,feature,feature_id,source_feature,kind,edge_to_target,mode,current_activation,baseline_margin,changed_margin,damage,status
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,7146,L25_F7146,13822,random_control,,negative_original,7.953125,3.3203125,3.3359375,-0.015625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,5999,L24_F5999,5999,recurrent,-0.16796875,zero,40.875,3.3203125,3.3359375,-0.015625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,5999,L24_F5999,5999,recurrent,-0.16796875,negative_original,40.875,3.3203125,3.34375,-0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,1677,L24_F1677,5999,random_control,,zero,30.171875,3.3203125,3.3125,0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,1677,L24_F1677,5999,random_control,,negative_original,30.171875,3.3203125,3.3125,0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,10325,L25_F10325,10325,recurrent,0.1649169921875,zero,19.015625,3.3203125,3.2890625,0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,10325,L25_F10325,10325,recurrent,0.1649169921875,negative_original,19.015625,3.3203125,3.2421875,0.078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,4752,L25_F4752,10325,random_control,,zero,8.109375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,4752,L25_F4752,10325,random_control,,negative_original,8.109375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,1,7,14137,L1_F14137,14137,recurrent,-0.14013671875,zero,12.2265625,3.3203125,3.296875,0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,1,7,14137,L1_F14137,14137,recurrent,-0.14013671875,negative_original,12.2265625,3.3203125,3.2890625,0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,1,7,4790,L1_F4790,14137,random_control,,zero,6.74609375,3.3203125,3.3671875,-0.046875,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,1,7,4790,L1_F4790,14137,random_control,,negative_original,6.74609375,3.3203125,3.3984375,-0.078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,8449,L23_F8449,8449,recurrent,-0.07330322265625,zero,14.265625,3.3203125,3.2890625,0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,8449,L23_F8449,8449,recurrent,-0.07330322265625,negative_original,14.265625,3.3203125,3.2578125,0.0625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,4940,L23_F4940,8449,random_control,,zero,10.3828125,3.3203125,3.328125,-0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,4940,L23_F4940,8449,random_control,,negative_original,10.3828125,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,5668,L24_F5668,5668,recurrent,-0.0693359375,zero,20.875,3.3203125,3.3046875,0.015625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,5668,L24_F5668,5668,recurrent,-0.0693359375,negative_original,20.875,3.3203125,3.2890625,0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,8232,L24_F8232,5668,random_control,,zero,9.7734375,3.3203125,3.296875,0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,8232,L24_F8232,5668,random_control,,negative_original,9.7734375,3.3203125,3.28125,0.0390625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,15920,L25_F15920,15920,recurrent,0.423095703125,zero,101.4375,-0.076568603515625,-0.10406494140625,0.027496337890625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,15920,L25_F15920,15920,recurrent,0.423095703125,negative_original,101.4375,-0.076568603515625,-0.134765625,0.058197021484375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,475,L25_F475,15920,random_control,,zero,6.8515625,-0.076568603515625,-0.0818328857421875,0.0052642822265625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,475,L25_F475,15920,random_control,,negative_original,6.8515625,-0.076568603515625,-0.08648681640625,0.009918212890625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,14744,L25_F14744,14744,recurrent,0.395751953125,zero,69.3125,-0.076568603515625,-0.1201171875,0.043548583984375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,14744,L25_F14744,14744,recurrent,0.395751953125,negative_original,69.3125,-0.076568603515625,-0.16845703125,0.091888427734375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,3204,L25_F3204,14744,random_control,,zero,50.28125,-0.076568603515625,-0.060546875,-0.016021728515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,3204,L25_F3204,14744,random_control,,negative_original,50.28125,-0.076568603515625,-0.04296875,-0.033599853515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,4717,L25_F4717,4717,recurrent,0.37939453125,zero,256.0,-0.076568603515625,-0.03955078125,-0.037017822265625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,4717,L25_F4717,4717,recurrent,0.37939453125,negative_original,256.0,-0.076568603515625,0.0234375,-0.100006103515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9695,L25_F9695,4717,random_control,,zero,10.7734375,-0.076568603515625,-0.08966064453125,0.013092041015625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9695,L25_F9695,4717,random_control,,negative_original,10.7734375,-0.076568603515625,-0.10330581665039062,0.026737213134765625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,17,13541,L24_F13541,13541,recurrent,0.3603515625,zero,59.0,-0.076568603515625,-0.04296875,-0.033599853515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,17,13541,L24_F13541,13541,recurrent,0.3603515625,negative_original,59.0,-0.076568603515625,-0.00537109375,-0.071197509765625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,17,11525,L24_F11525,13541,random_control,,zero,10.0390625,-0.076568603515625,-0.094818115234375,0.01824951171875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,17,11525,L24_F11525,13541,random_control,,negative_original,10.0390625,-0.076568603515625,-0.11297607421875,0.036407470703125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,13822,L25_F13822,13822,recurrent,0.2861328125,zero,42.71875,-0.076568603515625,-0.06640625,-0.010162353515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,13822,L25_F13822,13822,recurrent,0.2861328125,negative_original,42.71875,-0.076568603515625,-0.056640625,-0.019927978515625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9028,L25_F9028,13822,random_control,,zero,6.95703125,-0.076568603515625,-0.07244873046875,-0.004119873046875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9028,L25_F9028,13822,random_control,,negative_original,6.95703125,-0.076568603515625,-0.070281982421875,-0.00628662109375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,0,17,13004,L0_F13004,13004,recurrent,-0.260498046875,zero,7.56640625,-0.076568603515625,-0.0784759521484375,0.0019073486328125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,0,17,13004,L0_F13004,13004,recurrent,-0.260498046875,negative_original,7.56640625,-0.076568603515625,-0.07621383666992188,-0.000354766845703125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,0,17,13009,L0_F13009,13004,random_control,,zero,2.78125,-0.076568603515625,-0.0808115005493164,0.004242897033691406,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,0,17,13009,L0_F13009,13004,random_control,,negative_original,2.78125,-0.076568603515625,-0.08538818359375,0.008819580078125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,8967,L23_F8967,8967,recurrent,-0.11383056640625,zero,7.4921875,-0.076568603515625,-0.07363510131835938,-0.002933502197265625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,8967,L23_F8967,8967,recurrent,-0.11383056640625,negative_original,7.4921875,-0.076568603515625,-0.07143402099609375,-0.00513458251953125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,383,L23_F383,8967,random_control,,zero,15.703125,-0.076568603515625,-0.016791820526123047,-0.05977678298950195,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,383,L23_F383,8967,random_control,,negative_original,15.703125,-0.076568603515625,0.04345703125,-0.120025634765625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,10325,L25_F10325,10325,recurrent,0.10467529296875,zero,11.3125,-0.076568603515625,-0.11724853515625,0.040679931640625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,10325,L25_F10325,10325,recurrent,0.10467529296875,negative_original,11.3125,-0.076568603515625,-0.1585693359375,0.082000732421875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9695,L25_F9695,10325,random_control,,zero,10.7734375,-0.076568603515625,-0.08966064453125,0.013092041015625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,25,17,9695,L25_F9695,10325,random_control,,negative_original,10.7734375,-0.076568603515625,-0.10330581665039062,0.026737213134765625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,8449,L23_F8449,8449,recurrent,-0.095947265625,zero,14.1484375,-0.076568603515625,-0.087646484375,0.011077880859375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,8449,L23_F8449,8449,recurrent,-0.095947265625,negative_original,14.1484375,-0.076568603515625,-0.098388671875,0.021820068359375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,57,L23_F57,8449,random_control,,zero,7.71875,-0.076568603515625,-0.0838470458984375,0.0072784423828125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,17,57,L23_F57,8449,random_control,,negative_original,7.71875,-0.076568603515625,-0.091522216796875,0.01495361328125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,13541,L24_F13541,13541,recurrent,-0.0784912109375,zero,81.4375,-0.076568603515625,-0.0631103515625,-0.013458251953125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,13541,L24_F13541,13541,recurrent,-0.0784912109375,negative_original,81.4375,-0.076568603515625,-0.05072021484375,-0.025848388671875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,2301,L24_F2301,13541,random_control,,zero,11.3515625,-0.076568603515625,-0.0782623291015625,0.0016937255859375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,2301,L24_F2301,13541,random_control,,negative_original,11.3515625,-0.076568603515625,-0.0803070068359375,0.0037384033203125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,1,17,14137,L1_F14137,14137,recurrent,-0.0782470703125,zero,7.11328125,-0.076568603515625,-0.0775146484375,0.000946044921875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,1,17,14137,L1_F14137,14137,recurrent,-0.0782470703125,negative_original,7.11328125,-0.076568603515625,-0.07810211181640625,0.00153350830078125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,1,17,855,L1_F855,14137,random_control,,zero,0.7626953125,-0.076568603515625,-0.074920654296875,-0.00164794921875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,1,17,855,L1_F855,14137,random_control,,negative_original,0.7626953125,-0.076568603515625,-0.0751800537109375,-0.0013885498046875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,16,8449,L23_F8449,8449,recurrent,0.06256103515625,zero,34.34375,-0.076568603515625,-0.083587646484375,0.00701904296875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,16,8449,L23_F8449,8449,recurrent,0.06256103515625,negative_original,34.34375,-0.076568603515625,-0.091064453125,0.014495849609375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,16,11977,L23_F11977,8449,random_control,,zero,8.4921875,-0.076568603515625,-0.0720062255859375,-0.0045623779296875,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,23,16,11977,L23_F11977,8449,random_control,,negative_original,8.4921875,-0.076568603515625,-0.06528854370117188,-0.011280059814453125,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,5999,L24_F5999,5999,recurrent,0.056732177734375,zero,41.09375,-0.076568603515625,-0.075927734375,-0.000640869140625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,5999,L24_F5999,5999,recurrent,0.056732177734375,negative_original,41.09375,-0.076568603515625,-0.075592041015625,-0.0009765625,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,8463,L24_F8463,5999,random_control,,zero,10.9609375,-0.076568603515625,-0.078277587890625,0.001708984375,ok
addition,applied,6,A shelf has 3 books and receives 3 more. How many books now?,addition_applied_6,24,16,8463,L24_F8463,5999,random_control,,negative_original,10.9609375,-0.076568603515625,-0.081695556640625,0.005126953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,15920,L25_F15920,15920,recurrent,0.40478515625,zero,102.3125,-0.669921875,-0.724609375,0.0546875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,15920,L25_F15920,15920,recurrent,0.40478515625,negative_original,102.3125,-0.669921875,-0.7890625,0.119140625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13185,L25_F13185,15920,random_control,,zero,11.6640625,-0.669921875,-0.666015625,-0.00390625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13185,L25_F13185,15920,random_control,,negative_original,11.6640625,-0.669921875,-0.671875,0.001953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,13541,L24_F13541,13541,recurrent,0.388916015625,zero,73.0,-0.669921875,-0.70703125,0.037109375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,13541,L24_F13541,13541,recurrent,0.388916015625,negative_original,73.0,-0.669921875,-0.7578125,0.087890625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,14431,L24_F14431,13541,random_control,,zero,23.09375,-0.669921875,-0.625,-0.044921875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,14431,L24_F14431,13541,random_control,,negative_original,23.09375,-0.669921875,-0.58984375,-0.080078125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,14744,L25_F14744,14744,recurrent,0.3388671875,zero,62.53125,-0.669921875,-0.73046875,0.060546875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,14744,L25_F14744,14744,recurrent,0.3388671875,negative_original,62.53125,-0.669921875,-0.78515625,0.115234375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,8117,L25_F8117,14744,random_control,,zero,13.625,-0.669921875,-0.67578125,0.005859375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,8117,L25_F8117,14744,random_control,,negative_original,13.625,-0.669921875,-0.689453125,0.01953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,4717,L25_F4717,4717,recurrent,0.306884765625,zero,218.5,-0.669921875,-0.755859375,0.0859375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,4717,L25_F4717,4717,recurrent,0.306884765625,negative_original,218.5,-0.669921875,-0.8515625,0.181640625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,8117,L25_F8117,4717,random_control,,zero,13.625,-0.669921875,-0.67578125,0.005859375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,8117,L25_F8117,4717,random_control,,negative_original,13.625,-0.669921875,-0.689453125,0.01953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,8967,L23_F8967,8967,recurrent,-0.2410888671875,zero,18.40625,-0.669921875,-0.650390625,-0.01953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,8967,L23_F8967,8967,recurrent,-0.2410888671875,negative_original,18.40625,-0.669921875,-0.625,-0.044921875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,4314,L23_F4314,8967,random_control,,zero,41.5,-0.669921875,-0.603515625,-0.06640625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,4314,L23_F4314,8967,random_control,,negative_original,41.5,-0.669921875,-0.54296875,-0.126953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,5999,L24_F5999,5999,recurrent,-0.214599609375,zero,48.0,-0.669921875,-0.68359375,0.013671875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,5999,L24_F5999,5999,recurrent,-0.214599609375,negative_original,48.0,-0.669921875,-0.685546875,0.015625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,15586,L24_F15586,5999,random_control,,zero,9.21875,-0.669921875,-0.671875,0.001953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,15586,L24_F15586,5999,random_control,,negative_original,9.21875,-0.669921875,-0.6875,0.017578125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13822,L25_F13822,13822,recurrent,0.207763671875,zero,32.65625,-0.669921875,-0.66015625,-0.009765625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13822,L25_F13822,13822,recurrent,0.207763671875,negative_original,32.65625,-0.669921875,-0.6640625,-0.005859375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,809,L25_F809,13822,random_control,,zero,8.3984375,-0.669921875,-0.65234375,-0.017578125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,809,L25_F809,13822,random_control,,negative_original,8.3984375,-0.669921875,-0.638671875,-0.03125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,8449,L23_F8449,8449,recurrent,-0.12841796875,zero,24.375,-0.669921875,-0.677734375,0.0078125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,8449,L23_F8449,8449,recurrent,-0.12841796875,negative_original,24.375,-0.669921875,-0.6875,0.017578125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,13869,L23_F13869,8449,random_control,,zero,7.30078125,-0.669921875,-0.66796875,-0.001953125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,23,12,13869,L23_F13869,8449,random_control,,negative_original,7.30078125,-0.669921875,-0.658203125,-0.01171875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,1,12,14137,L1_F14137,14137,recurrent,-0.08685302734375,zero,7.28515625,-0.669921875,-0.68359375,0.013671875,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,1,12,14137,L1_F14137,14137,recurrent,-0.08685302734375,negative_original,7.28515625,-0.669921875,-0.67578125,0.005859375,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,1,12,9269,L1_F9269,14137,random_control,,zero,0.5693359375,-0.669921875,-0.666015625,-0.00390625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,1,12,9269,L1_F9269,14137,random_control,,negative_original,0.5693359375,-0.669921875,-0.666015625,-0.00390625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,5668,L24_F5668,5668,recurrent,-0.0770263671875,zero,20.71875,-0.669921875,-0.677734375,0.0078125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,5668,L24_F5668,5668,recurrent,-0.0770263671875,negative_original,20.71875,-0.669921875,-0.677734375,0.0078125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,4707,L24_F4707,5668,random_control,,zero,24.125,-0.669921875,-0.666015625,-0.00390625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,24,12,4707,L24_F4707,5668,random_control,,negative_original,24.125,-0.669921875,-0.65234375,-0.017578125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,10325,L25_F10325,10325,recurrent,0.062042236328125,zero,7.0625,-0.669921875,-0.6953125,0.025390625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,10325,L25_F10325,10325,recurrent,0.062042236328125,negative_original,7.0625,-0.669921875,-0.720703125,0.05078125,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13638,L25_F13638,10325,random_control,,zero,10.84375,-0.669921875,-0.6796875,0.009765625,ok
addition,implicit,6,Record: start=3; added=3; total=?,addition_implicit_6,25,12,13638,L25_F13638,10325,random_control,,negative_original,10.84375,-0.669921875,-0.677734375,0.0078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,13541,L24_F13541,13541,recurrent,0.411376953125,zero,88.0625,3.4296875,3.6328125,-0.203125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,13541,L24_F13541,13541,recurrent,0.411376953125,negative_original,88.0625,3.4296875,3.8046875,-0.375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,12434,L24_F12434,13541,random_control,,zero,7.90234375,3.4296875,3.4453125,-0.015625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,12434,L24_F12434,13541,random_control,,negative_original,7.90234375,3.4296875,3.453125,-0.0234375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,15920,L25_F15920,15920,recurrent,0.394775390625,zero,108.9375,3.4296875,3.5234375,-0.09375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,15920,L25_F15920,15920,recurrent,0.394775390625,negative_original,108.9375,3.4296875,3.59375,-0.1640625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,14578,L25_F14578,15920,random_control,,zero,7.828125,3.4296875,3.4609375,-0.03125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,14578,L25_F14578,15920,random_control,,negative_original,7.828125,3.4296875,3.4609375,-0.03125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,14744,L25_F14744,14744,recurrent,0.281494140625,zero,59.71875,3.4296875,3.5078125,-0.078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,14744,L25_F14744,14744,recurrent,0.281494140625,negative_original,59.71875,3.4296875,3.5546875,-0.125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,4752,L25_F4752,14744,random_control,,zero,8.4375,3.4296875,3.4375,-0.0078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,4752,L25_F4752,14744,random_control,,negative_original,8.4375,3.4296875,3.4140625,0.015625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,4717,L25_F4717,4717,recurrent,0.258056640625,zero,169.25,3.4296875,3.703125,-0.2734375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,4717,L25_F4717,4717,recurrent,0.258056640625,negative_original,169.25,3.4296875,3.96875,-0.5390625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,2359,L25_F2359,4717,random_control,,zero,25.03125,3.4296875,3.421875,0.0078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,2359,L25_F2359,4717,random_control,,negative_original,25.03125,3.4296875,3.4140625,0.015625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,23,7,8967,L23_F8967,8967,recurrent,-0.224853515625,zero,19.734375,3.4296875,3.421875,0.0078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,23,7,8967,L23_F8967,8967,recurrent,-0.224853515625,negative_original,19.734375,3.4296875,3.40625,0.0234375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,23,7,3563,L23_F3563,8967,random_control,,zero,20.65625,3.4296875,3.4921875,-0.0625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,23,7,3563,L23_F3563,8967,random_control,,negative_original,20.65625,3.4296875,3.546875,-0.1171875,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,0,7,13004,L0_F13004,13004,recurrent,-0.1685791015625,zero,5.5625,3.4296875,3.453125,-0.0234375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,0,7,13004,L0_F13004,13004,recurrent,-0.1685791015625,negative_original,5.5625,3.4296875,3.4609375,-0.03125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,0,7,6347,L0_F6347,13004,random_control,,zero,0.986328125,3.4296875,3.4375,-0.0078125,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,0,7,6347,L0_F6347,13004,random_control,,negative_original,0.986328125,3.4296875,3.4453125,-0.015625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,5999,L24_F5999,5999,recurrent,-0.164306640625,zero,39.78125,3.4296875,3.484375,-0.0546875,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,5999,L24_F5999,5999,recurrent,-0.164306640625,negative_original,39.78125,3.4296875,3.5234375,-0.09375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,14695,L24_F14695,5999,random_control,,zero,24.75,3.4296875,2.5625,0.8671875,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,24,7,14695,L24_F14695,5999,random_control,,negative_original,24.75,3.4296875,1.578125,1.8515625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,13822,L25_F13822,13822,recurrent,0.1551513671875,zero,24.375,3.4296875,3.4140625,0.015625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,13822,L25_F13822,13822,recurrent,0.1551513671875,negative_original,24.375,3.4296875,3.390625,0.0390625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,7906,L25_F7906,13822,random_control,,zero,11.484375,3.4296875,3.4765625,-0.046875,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,25,7,7906,L25_F7906,13822,random_control,,negative_original,11.484375,3.4296875,3.4921875,-0.0625,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,1,7,14137,L1_F14137,14137,recurrent,-0.13720703125,zero,11.96875,3.4296875,3.453125,-0.0234375,ok
addition,explicit,7,calc: 4+1=,addition_explicit_7,1,7,14137,L1_F14137,14137,recurrent,-0.13720703125,negative_original,11.96875,3.4296875,3.4453125,-0.015625,ok
