family,form,example,prompt,graph_id,layer,position,feature,feature_id,source_feature,kind,edge_to_target,mode,current_activation,baseline_margin,changed_margin,damage,status
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,13287,L25_F13287,4717,random_control,,negative_original,8.4296875,4.5859375,4.6015625,-0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,8967,L23_F8967,8967,recurrent,-0.26220703125,zero,21.9375,4.5859375,4.5703125,0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,8967,L23_F8967,8967,recurrent,-0.26220703125,negative_original,21.9375,4.5859375,4.5703125,0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,4057,L23_F4057,8967,random_control,,zero,14.78125,4.5859375,4.5703125,0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,4057,L23_F4057,8967,random_control,,negative_original,14.78125,4.5859375,4.5625,0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,13822,L25_F13822,13822,recurrent,0.1806640625,zero,28.25,4.5859375,4.5625,0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,13822,L25_F13822,13822,recurrent,0.1806640625,negative_original,28.25,4.5859375,4.5390625,0.046875,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,12855,L25_F12855,13822,random_control,,zero,15.0859375,4.5859375,4.609375,-0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,12855,L25_F12855,13822,random_control,,negative_original,15.0859375,4.5859375,4.6328125,-0.046875,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,5999,L24_F5999,5999,recurrent,-0.1610107421875,zero,37.3125,4.5859375,4.609375,-0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,5999,L24_F5999,5999,recurrent,-0.1610107421875,negative_original,37.3125,4.5859375,4.640625,-0.0546875,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,6063,L24_F6063,5999,random_control,,zero,7.80859375,4.5859375,4.609375,-0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,6063,L24_F6063,5999,random_control,,negative_original,7.80859375,4.5859375,4.6171875,-0.03125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,0,7,13004,L0_F13004,13004,recurrent,-0.1551513671875,zero,5.05859375,4.5859375,4.6015625,-0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,0,7,13004,L0_F13004,13004,recurrent,-0.1551513671875,negative_original,5.05859375,4.5859375,4.625,-0.0390625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,0,7,7514,L0_F7514,13004,random_control,,zero,3.361328125,4.5859375,4.5859375,0.0,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,0,7,7514,L0_F7514,13004,random_control,,negative_original,3.361328125,4.5859375,4.59375,-0.0078125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,1,7,14137,L1_F14137,14137,recurrent,-0.1456298828125,zero,12.65625,4.5859375,4.6015625,-0.015625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,1,7,14137,L1_F14137,14137,recurrent,-0.1456298828125,negative_original,12.65625,4.5859375,4.6171875,-0.03125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,1,7,14025,L1_F14025,14137,random_control,,zero,1.1298828125,4.5859375,4.5859375,0.0,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,1,7,14025,L1_F14025,14137,random_control,,negative_original,1.1298828125,4.5859375,4.5859375,0.0,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,8449,L23_F8449,8449,recurrent,-0.10736083984375,zero,19.0,4.5859375,4.59375,-0.0078125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,8449,L23_F8449,8449,recurrent,-0.10736083984375,negative_original,19.0,4.5859375,4.59375,-0.0078125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,3563,L23_F3563,8449,random_control,,zero,22.375,4.5859375,4.625,-0.0390625,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,23,7,3563,L23_F3563,8449,random_control,,negative_original,22.375,4.5859375,4.671875,-0.0859375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,10325,L25_F10325,10325,recurrent,0.09454345703125,zero,18.296875,4.5859375,4.6328125,-0.046875,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,10325,L25_F10325,10325,recurrent,0.09454345703125,negative_original,18.296875,4.5859375,4.671875,-0.0859375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,15666,L25_F15666,10325,random_control,,zero,8.8515625,4.5859375,4.609375,-0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,25,7,15666,L25_F15666,10325,random_control,,negative_original,8.8515625,4.5859375,4.609375,-0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,5668,L24_F5668,5668,recurrent,-0.08489990234375,zero,23.5,4.5859375,4.59375,-0.0078125,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,5668,L24_F5668,5668,recurrent,-0.08489990234375,negative_original,23.5,4.5859375,4.5859375,0.0,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,8114,L24_F8114,5668,random_control,,zero,10.5390625,4.5859375,4.5625,0.0234375,ok
addition,explicit,5,calc: 1+4=,addition_explicit_5,24,7,8114,L24_F8114,5668,random_control,,negative_original,10.5390625,4.5859375,4.53125,0.0546875,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,4717,L25_F4717,4717,recurrent,0.42578125,zero,258.0,-0.09283447265625,-0.2041015625,0.11126708984375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,4717,L25_F4717,4717,recurrent,0.42578125,negative_original,258.0,-0.09283447265625,-0.375,0.28216552734375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,7186,L25_F7186,4717,random_control,,zero,25.375,-0.09283447265625,-0.068511962890625,-0.024322509765625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,7186,L25_F7186,4717,random_control,,negative_original,25.375,-0.09283447265625,-0.044647216796875,-0.048187255859375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,15920,L25_F15920,15920,recurrent,0.401611328125,zero,102.5,-0.09283447265625,-0.1116943359375,0.01885986328125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,15920,L25_F15920,15920,recurrent,0.401611328125,negative_original,102.5,-0.09283447265625,-0.1304931640625,0.03765869140625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,3204,L25_F3204,15920,random_control,,zero,44.03125,-0.09283447265625,-0.1142578125,0.02142333984375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,3204,L25_F3204,15920,random_control,,negative_original,44.03125,-0.09283447265625,-0.13671875,0.04388427734375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,17,13541,L24_F13541,13541,recurrent,0.359130859375,zero,57.75,-0.09283447265625,-0.0625,-0.03033447265625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,17,13541,L24_F13541,13541,recurrent,0.359130859375,negative_original,57.75,-0.09283447265625,-0.02490234375,-0.06793212890625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,17,483,L24_F483,13541,random_control,,zero,76.3125,-0.09283447265625,-0.0634765625,-0.02935791015625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,17,483,L24_F483,13541,random_control,,negative_original,76.3125,-0.09283447265625,-0.041015625,-0.05181884765625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,14744,L25_F14744,14744,recurrent,0.349365234375,zero,68.5,-0.09283447265625,-0.0615234375,-0.03131103515625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,14744,L25_F14744,14744,recurrent,0.349365234375,negative_original,68.5,-0.09283447265625,-0.02685546875,-0.06597900390625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,14744,random_control,,zero,13.875,-0.09283447265625,-0.0797119140625,-0.01312255859375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,14744,random_control,,negative_original,13.875,-0.09283447265625,-0.06689453125,-0.02593994140625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,13822,L25_F13822,13822,recurrent,0.296875,zero,43.125,-0.09283447265625,-0.1015625,0.00872802734375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,13822,L25_F13822,13822,recurrent,0.296875,negative_original,43.125,-0.09283447265625,-0.11083984375,0.01800537109375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,13822,random_control,,zero,13.875,-0.09283447265625,-0.0797119140625,-0.01312255859375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,13822,random_control,,negative_original,13.875,-0.09283447265625,-0.06689453125,-0.02593994140625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,0,17,13004,L0_F13004,13004,recurrent,-0.271484375,zero,7.55859375,-0.09283447265625,-0.08380126953125,-0.009033203125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,0,17,13004,L0_F13004,13004,recurrent,-0.271484375,negative_original,7.55859375,-0.09283447265625,-0.08184814453125,-0.010986328125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,0,17,10018,L0_F10018,13004,random_control,,zero,3.337890625,-0.09283447265625,-0.076904296875,-0.01593017578125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,0,17,10018,L0_F10018,13004,random_control,,negative_original,3.337890625,-0.09283447265625,-0.06103515625,-0.03179931640625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,8967,L23_F8967,8967,recurrent,-0.09722900390625,zero,6.8828125,-0.09283447265625,-0.0965576171875,0.00372314453125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,8967,L23_F8967,8967,recurrent,-0.09722900390625,negative_original,6.8828125,-0.09283447265625,-0.1014404296875,0.00860595703125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,57,L23_F57,8967,random_control,,zero,6.35546875,-0.09283447265625,-0.0877685546875,-0.00506591796875,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,57,L23_F57,8967,random_control,,negative_original,6.35546875,-0.09283447265625,-0.081634521484375,-0.011199951171875,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,13541,L24_F13541,13541,recurrent,-0.08209228515625,zero,86.625,-0.09283447265625,-0.1014404296875,0.00860595703125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,13541,L24_F13541,13541,recurrent,-0.08209228515625,negative_original,86.625,-0.09283447265625,-0.1104736328125,0.01763916015625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,13322,L24_F13322,13541,random_control,,zero,22.28125,-0.09283447265625,-0.09173583984375,-0.0010986328125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,13322,L24_F13322,13541,random_control,,negative_original,22.28125,-0.09283447265625,-0.09283447265625,0.0,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,8449,L23_F8449,8449,recurrent,-0.07757568359375,zero,9.21875,-0.09283447265625,-0.0850830078125,-0.00775146484375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,8449,L23_F8449,8449,recurrent,-0.07757568359375,negative_original,9.21875,-0.09283447265625,-0.078369140625,-0.01446533203125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,6306,L23_F6306,8449,random_control,,zero,6.7890625,-0.09283447265625,-0.093597412109375,0.000762939453125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,17,6306,L23_F6306,8449,random_control,,negative_original,6.7890625,-0.09283447265625,-0.0953826904296875,0.0025482177734375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,5999,L24_F5999,5999,recurrent,0.075439453125,zero,53.1875,-0.09283447265625,-0.091552734375,-0.00128173828125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,5999,L24_F5999,5999,recurrent,0.075439453125,negative_original,53.1875,-0.09283447265625,-0.088134765625,-0.00469970703125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,15264,L24_F15264,5999,random_control,,zero,9.109375,-0.09283447265625,-0.0931396484375,0.00030517578125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,24,16,15264,L24_F15264,5999,random_control,,negative_original,9.109375,-0.09283447265625,-0.0936279296875,0.00079345703125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,1,17,14137,L1_F14137,14137,recurrent,-0.075439453125,zero,6.96484375,-0.09283447265625,-0.09228515625,-0.00054931640625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,1,17,14137,L1_F14137,14137,recurrent,-0.075439453125,negative_original,6.96484375,-0.09283447265625,-0.09375,0.00091552734375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,1,17,13365,L1_F13365,14137,random_control,,zero,4.73046875,-0.09283447265625,-0.123046875,0.03021240234375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,1,17,13365,L1_F13365,14137,random_control,,negative_original,4.73046875,-0.09283447265625,-0.154296875,0.06146240234375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,16,8449,L23_F8449,8449,recurrent,0.07086181640625,zero,35.84375,-0.09283447265625,-0.08929443359375,-0.0035400390625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,16,8449,L23_F8449,8449,recurrent,0.07086181640625,negative_original,35.84375,-0.09283447265625,-0.08563232421875,-0.0072021484375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,16,6778,L23_F6778,8449,random_control,,zero,6.01953125,-0.09283447265625,-0.08868408203125,-0.004150390625,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,23,16,6778,L23_F6778,8449,random_control,,negative_original,6.01953125,-0.09283447265625,-0.08453369140625,-0.00830078125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,10325,L25_F10325,10325,recurrent,0.0552978515625,zero,9.9453125,-0.09283447265625,-0.0814208984375,-0.01141357421875,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,10325,L25_F10325,10325,recurrent,0.0552978515625,negative_original,9.9453125,-0.09283447265625,-0.070068359375,-0.02276611328125,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,10325,random_control,,zero,13.875,-0.09283447265625,-0.0797119140625,-0.01312255859375,ok
addition,applied,5,A shelf has 1 books and receives 4 more. How many books now?,addition_applied_5,25,17,8566,L25_F8566,10325,random_control,,negative_original,13.875,-0.09283447265625,-0.06689453125,-0.02593994140625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,13541,L24_F13541,13541,recurrent,0.421142578125,zero,73.875,-0.671875,-0.6875,0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,13541,L24_F13541,13541,recurrent,0.421142578125,negative_original,73.875,-0.671875,-0.703125,0.03125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,3580,L24_F3580,13541,random_control,,zero,8.390625,-0.671875,-0.671875,0.0,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,3580,L24_F3580,13541,random_control,,negative_original,8.390625,-0.671875,-0.685546875,0.013671875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,15920,L25_F15920,15920,recurrent,0.37841796875,zero,100.875,-0.671875,-0.70703125,0.03515625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,15920,L25_F15920,15920,recurrent,0.37841796875,negative_original,100.875,-0.671875,-0.75390625,0.08203125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,8117,L25_F8117,15920,random_control,,zero,15.4453125,-0.671875,-0.658203125,-0.013671875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,8117,L25_F8117,15920,random_control,,negative_original,15.4453125,-0.671875,-0.66015625,-0.01171875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,4717,L25_F4717,4717,recurrent,0.344970703125,zero,218.5,-0.671875,-0.86328125,0.19140625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,4717,L25_F4717,4717,recurrent,0.344970703125,negative_original,218.5,-0.671875,-1.11328125,0.44140625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,11195,L25_F11195,4717,random_control,,zero,9.46875,-0.671875,-0.69140625,0.01953125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,11195,L25_F11195,4717,random_control,,negative_original,9.46875,-0.671875,-0.71875,0.046875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,14744,L25_F14744,14744,recurrent,0.302978515625,zero,62.0625,-0.671875,-0.66015625,-0.01171875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,14744,L25_F14744,14744,recurrent,0.302978515625,negative_original,62.0625,-0.671875,-0.64453125,-0.02734375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,13924,L25_F13924,14744,random_control,,zero,8.0546875,-0.671875,-0.65625,-0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,13924,L25_F13924,14744,random_control,,negative_original,8.0546875,-0.671875,-0.6484375,-0.0234375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,5999,L24_F5999,5999,recurrent,-0.258056640625,zero,48.9375,-0.671875,-0.6484375,-0.0234375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,5999,L24_F5999,5999,recurrent,-0.258056640625,negative_original,48.9375,-0.671875,-0.625,-0.046875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,9815,L24_F9815,5999,random_control,,zero,8.5390625,-0.671875,-0.66015625,-0.01171875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,9815,L24_F9815,5999,random_control,,negative_original,8.5390625,-0.671875,-0.65625,-0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8967,L23_F8967,8967,recurrent,-0.241455078125,zero,18.796875,-0.671875,-0.6796875,0.0078125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8967,L23_F8967,8967,recurrent,-0.241455078125,negative_original,18.796875,-0.671875,-0.69140625,0.01953125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8889,L23_F8889,8967,random_control,,zero,6.87109375,-0.671875,-0.65625,-0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8889,L23_F8889,8967,random_control,,negative_original,6.87109375,-0.671875,-0.65234375,-0.01953125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,13822,L25_F13822,13822,recurrent,0.2076416015625,zero,31.484375,-0.671875,-0.67578125,0.00390625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,13822,L25_F13822,13822,recurrent,0.2076416015625,negative_original,31.484375,-0.671875,-0.68359375,0.01171875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,5207,L25_F5207,13822,random_control,,zero,25.8125,-0.671875,-0.6484375,-0.0234375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,25,12,5207,L25_F5207,13822,random_control,,negative_original,25.8125,-0.671875,-0.63671875,-0.03515625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8449,L23_F8449,8449,recurrent,-0.1707763671875,zero,25.609375,-0.671875,-0.6484375,-0.0234375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8449,L23_F8449,8449,recurrent,-0.1707763671875,negative_original,25.609375,-0.671875,-0.62890625,-0.04296875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8889,L23_F8889,8449,random_control,,zero,6.87109375,-0.671875,-0.65625,-0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,23,12,8889,L23_F8889,8449,random_control,,negative_original,6.87109375,-0.671875,-0.65234375,-0.01953125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,5668,L24_F5668,5668,recurrent,-0.10809326171875,zero,24.4375,-0.671875,-0.65234375,-0.01953125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,5668,L24_F5668,5668,recurrent,-0.10809326171875,negative_original,24.4375,-0.671875,-0.6484375,-0.0234375,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,11525,L24_F11525,5668,random_control,,zero,23.5,-0.671875,-0.62890625,-0.04296875,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,24,12,11525,L24_F11525,5668,random_control,,negative_original,23.5,-0.671875,-0.58984375,-0.08203125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,1,12,14137,L1_F14137,14137,recurrent,-0.08966064453125,zero,7.3359375,-0.671875,-0.6640625,-0.0078125,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,1,12,14137,L1_F14137,14137,recurrent,-0.08966064453125,negative_original,7.3359375,-0.671875,-0.65625,-0.015625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,1,12,12485,L1_F12485,14137,random_control,,zero,0.642578125,-0.671875,-0.66796875,-0.00390625,ok
addition,implicit,5,Record: start=1; added=4; total=?,addition_implicit_5,1,12,12485,L1_F12485,14137,random_control,,negative_original,0.642578125,-0.671875,-0.66796875,-0.00390625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,15920,L25_F15920,15920,recurrent,0.450927734375,zero,115.375,3.3203125,3.40625,-0.0859375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,15920,L25_F15920,15920,recurrent,0.450927734375,negative_original,115.375,3.3203125,3.4765625,-0.15625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,6667,L25_F6667,15920,random_control,,zero,8.7734375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,6667,L25_F6667,15920,random_control,,negative_original,8.7734375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,13541,L24_F13541,13541,recurrent,0.428466796875,zero,87.375,3.3203125,3.5234375,-0.203125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,13541,L24_F13541,13541,recurrent,0.428466796875,negative_original,87.375,3.3203125,3.75,-0.4296875,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,4350,L24_F4350,13541,random_control,,zero,14.5234375,3.3203125,3.3515625,-0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,24,7,4350,L24_F4350,13541,random_control,,negative_original,14.5234375,3.3203125,3.390625,-0.0703125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,14744,L25_F14744,14744,recurrent,0.310302734375,zero,58.0,3.3203125,3.3125,0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,14744,L25_F14744,14744,recurrent,0.310302734375,negative_original,58.0,3.3203125,3.328125,-0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,7708,L25_F7708,14744,random_control,,zero,8.125,3.3203125,3.3359375,-0.015625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,7708,L25_F7708,14744,random_control,,negative_original,8.125,3.3203125,3.359375,-0.0390625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,8967,L23_F8967,8967,recurrent,-0.251953125,zero,19.03125,3.3203125,3.265625,0.0546875,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,8967,L23_F8967,8967,recurrent,-0.251953125,negative_original,19.03125,3.3203125,3.21875,0.1015625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,4940,L23_F4940,8967,random_control,,zero,10.3828125,3.3203125,3.328125,-0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,23,7,4940,L23_F4940,8967,random_control,,negative_original,10.3828125,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,4717,L25_F4717,4717,recurrent,0.2281494140625,zero,164.125,3.3203125,3.6328125,-0.3125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,4717,L25_F4717,4717,recurrent,0.2281494140625,negative_original,164.125,3.3203125,3.96875,-0.6484375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,2359,L25_F2359,4717,random_control,,zero,24.78125,3.3203125,3.328125,-0.0078125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,2359,L25_F2359,4717,random_control,,negative_original,24.78125,3.3203125,3.3515625,-0.03125,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,0,7,13004,L0_F13004,13004,recurrent,-0.1783447265625,zero,5.58984375,3.3203125,3.34375,-0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,0,7,13004,L0_F13004,13004,recurrent,-0.1783447265625,negative_original,5.58984375,3.3203125,3.34375,-0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,0,7,8489,L0_F8489,13004,random_control,,zero,0.787109375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,0,7,8489,L0_F8489,13004,random_control,,negative_original,0.787109375,3.3203125,3.3203125,0.0,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,13822,L25_F13822,13822,recurrent,0.1700439453125,zero,27.09375,3.3203125,3.296875,0.0234375,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,13822,L25_F13822,13822,recurrent,0.1700439453125,negative_original,27.09375,3.3203125,3.28125,0.0390625,ok
addition,explicit,6,calc: 3+3=,addition_explicit_6,25,7,7146,L25_F7146,13822,random_control,,zero,7.953125,3.3203125,3.3359375,-0.015625,ok
