family,example,source_kind,layer,target_margin,source_margin,patched_margin,patch_effect,normalized_rescue
multiplication,2,surface_wrong,41,4.6015625,5.6875,0.359375,-4.2421875,-3.906471222817867
multiplication,2,unrelated,0,4.6015625,3.95703125,4.521484375,-0.080078125,-0.12424223147871964
multiplication,2,unrelated,10,4.6015625,3.95703125,4.333984375,-0.267578125,-0.41515087103864856
multiplication,2,unrelated,21,4.6015625,3.95703125,4.140625,-0.4609375,-0.7151504055848252
multiplication,2,unrelated,31,4.6015625,3.95703125,3.9296875,-0.671875,-1.0424226250897453
multiplication,2,unrelated,41,4.6015625,3.95703125,3.95703125,-0.64453125,-0.9999984484872556
multiplication,3,same_computation,0,3.73046875,5.2890625,6.48046875,2.75,1.7644098955164582
multiplication,3,same_computation,10,3.73046875,5.2890625,9.6328125,5.90234375,3.7869649888144434
multiplication,3,same_computation,21,3.73046875,5.2890625,7.1796875,3.44921875,2.2130311615639666
multiplication,3,same_computation,31,3.73046875,5.2890625,5.9453125,2.21484375,1.4210517198264656
multiplication,3,same_computation,41,3.73046875,5.2890625,5.2890625,1.55859375,0.9999993583964016
multiplication,3,surface_wrong,0,3.73046875,5.6171875,6.7734375,3.04296875,1.612835584087144
multiplication,3,surface_wrong,10,3.73046875,5.6171875,9.7109375,5.98046875,3.1697705766847464
multiplication,3,surface_wrong,21,3.73046875,5.6171875,7.0703125,3.33984375,1.7701853971688164
multiplication,3,surface_wrong,31,3.73046875,5.6171875,-0.6640625,-4.39453125,-2.329191312064232
multiplication,3,surface_wrong,41,3.73046875,5.6171875,-1.3125,-5.04296875,-2.6728764301110433
multiplication,3,unrelated,0,3.73046875,4.25390625,3.650390625,-0.080078125,-0.1529847823574307
multiplication,3,unrelated,10,3.73046875,4.25390625,3.578125,-0.15234375,-0.2910442200946243
multiplication,3,unrelated,21,3.73046875,4.25390625,3.91796875,0.1875,0.3582082708856914
multiplication,3,unrelated,31,3.73046875,4.25390625,3.78515625,0.0546875,0.10447741234166
multiplication,3,unrelated,41,3.73046875,4.25390625,4.25390625,0.5234375,0.9999980895558885
multiplication,4,same_computation,0,3.359375,5.53125,5.2890625,1.9296875,0.8884887995447254
multiplication,4,same_computation,10,3.359375,5.53125,8.203125,4.84375,2.2302148004766384
multiplication,4,same_computation,21,3.359375,5.53125,8.078125,4.71875,2.1726608701417573
multiplication,4,same_computation,31,3.359375,5.53125,6.6171875,3.2578125,1.4999993093528359
multiplication,4,same_computation,41,3.359375,5.53125,5.53125,2.171875,0.9999995395685572
multiplication,4,surface_wrong,0,3.359375,6.375,5.5,2.140625,0.7098443241967007
multiplication,4,surface_wrong,10,3.359375,6.375,8.09765625,4.73828125,1.571243002282113
multiplication,4,surface_wrong,21,3.359375,6.375,8.125,4.765625,1.5803103567882755
multiplication,4,surface_wrong,31,3.359375,6.375,-0.234375,-3.59375,-1.1917094493813225
multiplication,4,surface_wrong,41,3.359375,6.375,-0.84375,-4.203125,-1.3937819212329379
multiplication,4,unrelated,0,3.359375,3.38671875,3.298828125,-0.060546875,-2.2142047376553085
multiplication,4,unrelated,10,3.359375,3.38671875,3.142578125,-0.216796875,-7.928281479991589
multiplication,4,unrelated,21,3.359375,3.38671875,3.08203125,-0.27734375,-10.142486217646898
multiplication,4,unrelated,31,3.359375,3.38671875,3.03515625,-0.32421875,-11.856709240347781
multiplication,4,unrelated,41,3.359375,3.38671875,3.38671875,0.02734375,0.999963429908849
multiplication,5,same_computation,0,4.408203125,5.46875,6.1640625,1.755859375,1.6556153818138575
multiplication,5,same_computation,10,4.408203125,5.46875,8.75,4.341796875,4.093918791737714
multiplication,5,same_computation,21,4.408203125,5.46875,7.5078125,3.099609375,2.9226491779072212
multiplication,5,same_computation,31,4.408203125,5.46875,6.203125,1.794921875,1.6924477596072691
multiplication,5,same_computation,41,4.408203125,5.46875,5.46875,1.060546875,0.9999990570911286
multiplication,5,surface_wrong,0,4.408203125,5.59375,6.3984375,1.990234375,1.6787465246816795
multiplication,5,surface_wrong,10,4.408203125,5.59375,8.7734375,4.365234375,3.6820397278346944
multiplication,5,surface_wrong,21,4.408203125,5.59375,7.4453125,3.037109375,2.561777081334653
multiplication,5,surface_wrong,31,4.408203125,5.59375,1.953125,-2.455078125,-2.070838450956694
multiplication,5,surface_wrong,41,4.408203125,5.59375,1.0390625,-3.369140625,-2.8418427429596633
multiplication,5,unrelated,0,4.408203125,4.671875,4.357421875,-0.05078125,-0.19259186217012275
multiplication,5,unrelated,10,4.408203125,4.671875,4.849609375,0.44140625,1.674067725017221
multiplication,5,unrelated,21,4.408203125,4.671875,4.890625,0.482421875,1.8296226906161661
multiplication,5,unrelated,31,4.408203125,4.671875,4.53515625,0.126953125,0.4814796554253069
multiplication,5,unrelated,41,4.408203125,4.671875,4.671875,0.263671875,0.9999962074217912
modular,0,same_computation,0,1.3671875,-1.015625,-1.421875,-2.7890625,-1.1704913120561051
modular,0,same_computation,10,1.3671875,-1.015625,0.734375,-0.6328125,-0.2655736590379398
modular,0,same_computation,21,1.3671875,-1.015625,-0.015625,-1.3828125,-0.5803276253051277
modular,0,same_computation,31,1.3671875,-1.015625,-0.4296875,-1.796875,-0.7540980441818044
modular,0,same_computation,41,1.3671875,-1.015625,-1.015625,-2.3828125,-0.9999995803280449
modular,0,surface_wrong,0,1.3671875,3.25,-1.296875,-2.6640625,-1.4149370078342864
modular,0,surface_wrong,10,1.3671875,3.25,1.25,-0.1171875,-0.06224063084315043
modular,0,surface_wrong,21,1.3671875,3.25,2.703125,1.3359375,0.7095431916119148
modular,0,surface_wrong,31,1.3671875,3.25,3.7890625,2.421875,1.2863063707584421
modular,0,surface_wrong,41,1.3671875,3.25,3.25,1.8828125,0.9999994688799502
modular,0,unrelated,0,1.3671875,4.015625,1.359375,-0.0078125,-0.0029498513935664354
modular,0,unrelated,10,1.3671875,4.015625,0.3125,-1.0546875,-0.3982299381314688
modular,0,unrelated,21,1.3671875,4.015625,-0.8515625,-2.21875,-0.8377577957728676
modular,0,unrelated,31,1.3671875,4.015625,-2.859375,-4.2265625,-1.5958696039194415
modular,0,unrelated,41,1.3671875,4.015625,-4.015625,-5.3828125,-2.032447610167274
modular,1,same_computation,0,4.1953125,3.6953125,1.4140625,-2.78125,-5.562488875022249
modular,1,same_computation,10,4.1953125,3.6953125,3.8828125,-0.3125,-0.6249987500024999
modular,1,same_computation,21,4.1953125,3.6953125,3.09375,-1.1015625,-2.2031205937588125
modular,1,same_computation,31,4.1953125,3.6953125,3.98046875,-0.21484375,-0.42968664062671874
modular,1,same_computation,41,4.1953125,3.6953125,3.6953125,-0.5,-0.999998000004
modular,1,surface_wrong,0,4.1953125,5.609375,4.1640625,-0.03125,-0.022099431885484636
modular,1,surface_wrong,10,4.1953125,5.609375,5.4453125,1.25,0.8839772754193854
modular,1,surface_wrong,21,4.1953125,5.609375,4.8046875,0.609375,0.43093892176695037
modular,1,surface_wrong,31,4.1953125,5.609375,5.703125,1.5078125,1.0662975884746335
modular,1,surface_wrong,41,4.1953125,5.609375,5.609375,1.4140625,0.9999992928181797
modular,1,unrelated,0,4.1953125,6.01953125,4.19921875,0.00390625,0.0021413264492942804
modular,1,unrelated,10,4.1953125,6.01953125,2.44921875,-1.74609375,-0.9571729228345434
modular,1,unrelated,21,4.1953125,6.01953125,0.9921875,-3.203125,-1.7558876884213102
modular,1,unrelated,31,4.1953125,6.01953125,1.37890625,-2.81640625,-1.5438963699411763
modular,1,unrelated,41,4.1953125,6.01953125,1.76953125,-2.42578125,-1.3297637250117482
modular,2,same_computation,0,1.5078125,1.51171875,0.734375,-0.7734375,-197.94932497280695
modular,2,same_computation,10,1.5078125,1.51171875,0.890625,-0.6171875,-157.95956235203786
modular,2,same_computation,21,1.5078125,1.51171875,2.6875,1.1796875,301.92270778680654
